Timestamp,Control Mode,Alarm Summary,Gen Available LED,Breaker LED,Warning Flags
2025-10-17T12:53:43.912537,0,Error,0,0,Error
2025-10-17T12:53:45.934597,0,Error,0,0,Error
2025-10-17T12:53:47.963026,0,Error,0,0,Error
2025-10-17T12:53:49.992091,0,Error,0,0,Error
2025-10-17T12:53:52.029273,0,Error,0,0,Error
2025-10-17T12:53:54.037154,0,Error,0,0,Error
2025-10-17T12:53:56.048992,0,Error,0,0,Error
2025-10-17T12:53:58.061317,0,Error,0,0,Error
2025-10-17T12:54:00.071956,0,Error,0,0,Error
2025-10-17T12:54:02.089950,0,Error,0,0,Error
2025-10-17T12:54:04.122103,0,Error,0,0,Error
2025-10-17T12:54:06.143861,0,Error,0,0,Error
2025-10-17T12:54:08.166821,0,Error,0,0,Error
2025-10-17T12:54:10.175134,0,Error,0,0,Error
2025-10-17T12:54:12.193941,0,Error,0,0,Error
2025-10-17T12:54:14.225229,0,Error,0,0,Error
2025-10-17T12:54:16.240450,0,Error,0,0,Error
2025-10-17T12:54:18.266307,0,Error,0,0,Error
2025-10-17T12:54:20.289161,0,Error,0,0,Error
2025-10-17T12:54:22.311854,0,Error,0,0,Error
2025-10-17T12:54:24.328048,0,Error,0,0,Error
2025-10-17T12:54:26.358531,0,Error,0,0,Error
2025-10-17T12:54:28.378492,0,Error,0,0,Error
2025-10-17T12:54:30.378528,0,Error,0,0,Error
2025-10-17T12:54:32.399791,0,Error,0,0,Error
2025-10-17T12:54:34.415868,0,Error,0,0,Error
2025-10-17T12:54:36.432118,0,Error,0,0,Error
2025-10-17T12:54:38.459051,0,Error,0,0,Error
2025-10-17T12:54:40.480886,0,Error,0,0,Error
2025-10-17T12:54:42.511905,0,Error,0,0,Error
2025-10-17T12:54:44.518833,0,Error,0,0,Error
2025-10-17T12:54:46.543741,0,Error,0,0,Error
2025-10-17T12:54:48.566503,0,Error,0,0,Error
2025-10-17T12:54:50.599505,0,Error,0,0,Error
2025-10-17T12:54:52.618079,0,Error,0,0,Error
2025-10-17T12:54:54.651364,0,Error,0,0,Error
2025-10-17T12:54:56.681030,0,Error,0,0,Error
2025-10-17T12:54:58.719829,0,Error,0,0,Error
2025-10-17T12:55:00.745024,0,Error,0,0,Error
2025-10-17T12:55:02.754776,0,Error,0,0,Error
2025-10-17T12:55:04.789312,0,Error,0,0,Error
2025-10-17T12:55:06.800753,0,Error,0,0,Error
2025-10-17T12:55:08.837365,0,Error,0,0,Error
2025-10-17T12:55:10.867229,0,Error,0,0,Error
2025-10-17T12:55:12.887735,0,Error,0,0,Error
2025-10-17T12:55:14.894328,0,Error,0,0,Error
2025-10-17T12:55:16.907301,0,Error,0,0,Error
2025-10-17T12:55:18.917775,0,Error,0,0,Error
2025-10-17T12:55:20.926794,0,Error,0,0,Error
2025-10-17T12:55:22.931521,0,Error,0,0,Error
2025-10-17T12:55:24.933531,0,Error,0,0,Error
2025-10-17T12:55:26.980122,0,Error,0,0,Error
2025-10-17T12:55:29.009028,0,Error,0,0,Error
2025-10-17T12:55:31.034013,0,Error,0,0,Error
2025-10-17T12:55:33.051227,0,Error,0,0,Error
2025-10-17T12:55:35.066515,0,Error,0,0,Error
2025-10-17T12:55:37.076935,0,Error,0,0,Error
2025-10-17T12:55:39.090646,0,Error,0,0,Error
2025-10-17T12:55:41.113913,0,Error,0,0,Error
2025-10-17T12:55:43.122538,0,Error,0,0,Error
2025-10-17T12:55:45.136970,0,Error,0,0,Error
2025-10-17T12:55:47.152696,0,Error,0,0,Error
2025-10-17T12:55:49.170891,0,Error,0,0,Error
2025-10-17T12:55:51.189839,0,Error,0,0,Error
2025-10-17T12:55:53.196481,0,Error,0,0,Error
2025-10-17T12:55:55.217203,0,Error,0,0,Error
2025-10-17T12:55:57.223725,0,Error,0,0,Error
2025-10-17T12:55:59.238014,0,Error,0,0,Error
2025-10-17T12:56:01.262161,0,Error,0,0,Error
2025-10-17T12:56:03.275047,0,Error,0,0,Error
2025-10-17T12:56:05.293191,0,Error,0,0,Error
2025-10-17T12:56:07.314126,0,Error,0,0,Error
2025-10-17T12:56:09.327309,0,Error,0,0,Error
2025-10-17T12:56:11.338487,0,Error,0,0,Error
2025-10-17T12:56:13.356933,0,Error,0,0,Error
2025-10-17T12:56:15.365645,0,Error,0,0,Error
2025-10-17T12:56:17.385562,0,Error,0,0,Error
2025-10-17T12:56:19.412044,0,Error,0,0,Error
2025-10-17T12:56:21.427655,0,Error,0,0,Error
2025-10-17T12:56:23.451707,0,Error,0,0,Error
2025-10-17T12:56:25.462046,0,Error,0,0,Error
2025-10-17T12:56:27.482452,0,Error,0,0,Error
2025-10-17T12:56:29.491638,0,Error,0,0,Error
2025-10-17T12:56:31.509490,0,Error,0,0,Error
2025-10-17T12:56:33.571046,0,Error,0,0,Error
2025-10-17T12:56:35.584793,0,Error,0,0,Error
2025-10-17T12:56:37.591600,0,Error,0,0,Error
2025-10-17T12:56:39.616593,0,Error,0,0,Error
2025-10-17T12:56:41.625884,0,Error,0,0,Error
2025-10-17T12:56:43.640457,0,Error,0,0,Error
2025-10-17T12:56:45.655480,0,Error,0,0,Error
2025-10-17T12:56:47.664985,0,Error,0,0,Error
2025-10-17T12:56:49.665310,0,Error,0,0,Error
2025-10-17T12:56:51.680529,0,Error,0,0,Error
2025-10-17T12:56:53.698559,0,Error,0,0,Error
2025-10-17T12:56:55.707691,0,Error,0,0,Error
2025-10-17T12:56:59.566940,0,Error,0,0,Error
2025-10-17T12:57:01.585931,0,Error,0,0,Error
2025-10-17T12:57:03.589138,0,Error,0,0,Error
2025-10-17T12:57:05.615897,0,Error,0,0,Error
2025-10-17T12:57:07.638557,0,Error,0,0,Error
2025-10-17T12:57:09.666643,0,Error,0,0,Error
2025-10-17T12:57:11.691873,0,Error,0,0,Error
2025-10-17T12:57:13.700799,0,Error,0,0,Error
2025-10-17T12:57:15.718117,0,Error,0,0,Error
2025-10-17T12:57:17.739036,0,Error,0,0,Error
2025-10-17T12:57:19.759859,0,Error,0,0,Error
2025-10-17T12:57:21.773333,0,Error,0,0,Error
2025-10-17T12:57:23.784322,0,Error,0,0,Error
2025-10-17T12:57:25.788741,0,Error,0,0,Error
2025-10-17T12:59:12.771229,0,Error,Error,0,0
2025-10-17T12:59:14.792902,0,Error,Error,0,0
2025-10-17T12:59:16.812899,0,Error,Error,0,0
2025-10-17T12:59:18.832228,0,Error,Error,0,0
2025-10-17T12:59:20.844857,0,Error,Error,0,0
2025-10-17T12:59:22.864761,0,Error,Error,0,0
2025-10-17T12:59:24.886310,0,Error,Error,0,0
2025-10-17T12:59:26.903524,0,Error,Error,0,0
2025-10-17T12:59:28.920277,0,Error,Error,0,0
2025-10-17T12:59:30.937298,0,Error,Error,0,0
2025-10-17T12:59:32.964877,0,Error,Error,0,0
2025-10-17T12:59:34.977161,0,Error,Error,0,0
2025-10-17T12:59:36.988474,0,Error,Error,0,0
2025-10-17T12:59:38.991621,0,Error,Error,0,0
2025-10-17T12:59:41.014295,0,Error,Error,0,0
2025-10-17T12:59:43.045018,0,Error,Error,0,0
2025-10-17T12:59:45.057130,0,Error,Error,0,0
2025-10-17T12:59:47.081265,0,Error,Error,0,0
2025-10-17T12:59:49.087658,0,Error,Error,0,0
2025-10-17T12:59:51.100164,0,Error,Error,0,0
2025-10-17T12:59:53.115368,0,Error,Error,0,0
2025-10-17T12:59:55.131342,0,Error,Error,0,0
2025-10-17T12:59:57.139903,0,Error,Error,0,0
2025-10-17T12:59:59.154275,0,Error,Error,0,0
2025-10-17T13:00:01.171055,0,Error,Error,0,0
2025-10-17T13:00:03.183551,0,Error,Error,0,0
2025-10-17T13:00:05.213775,0,Error,Error,0,0
2025-10-17T13:00:07.219087,0,Error,Error,0,0
2025-10-17T13:00:09.227348,0,Error,Error,0,0
2025-10-17T13:00:11.265855,0,Error,Error,0,0
2025-10-17T13:00:13.289635,0,Error,Error,0,0
2025-10-17T13:00:15.331417,0,Error,Error,0,0
2025-10-17T13:00:17.334965,0,Error,Error,0,0
2025-10-17T13:00:19.349170,0,Error,Error,0,0
2025-10-17T13:00:21.369196,0,Error,Error,0,0
2025-10-17T13:00:23.388543,0,Error,Error,0,0
2025-10-17T13:00:25.410707,0,Error,Error,0,0
2025-10-17T13:00:27.422632,0,Error,Error,0,0
2025-10-17T13:00:30.628980,0,0,0
2025-10-17T13:00:32.641750,0,0,0
